Company,Phone,Website,Street,City,State,Zip,Industry,Primary Pitch,Core Service Bundle,MSP-Interim Wedges
Facilities Protection Systems,714-257-2244,http://www.fpsys.com,1150 W Central Ave,Brea,California,92821,Technology & AI,SOC 2 readiness + DevOps + IT ops for tech SMBs,My Compliance (SOC 2) · My Security · My IT · My Dev · My Cloud,"My Compliance — SOC 2 Type II program (often the blocker for enterprise deals) | My Security — SaaS security review + pen test | My Dev — SDLC v7.0 AI-assisted dev acceleration (3-5× faster delivery) | Chat.AI — internal team AI (private, IP-safe; never trains on code) | Nexus Assess Pulse — continuous vuln intelligence"
Db Flooring,773-447-7161,http://www.dbflooringinc.com,,Upland,California,,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
Braun Linen Service,800-272-8657,http://www.braunlinen.com,16530 Garfield Ave,Paramount,California,90723-5304,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
M13,630-642-0215,http://www.m13.co,1920 Olympic Blvd,Santa Monica,California,90404,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
"DANMAR INSURANCE SERVICES, INC.",951-509-0509,http://www.danmarins.com,9899 Indiana Ave,Riverside,California,92503-5572,Financial Services,Compliance-aware managed IT + 3CX + documented audit trail,My IT · My Security · My Compliance (SOC 2 / PCI) · My Continuity · My Office,"My Compliance — SOC 2 Type II readiness assessment | My Security — quarterly pen test with reporting (SEC/FINRA ready) | Chat.AI — private AI for advisor workflows (Reg-BI friendly, never trains on client data) | My AI — AI assistant for underwriting, claims, loan processing | Nexus Assess Pulse — cyber-insurance renewal-ready vuln report"
Mehr & Associates,800-998-2602,http://www.mehrfirm.com,17500 Red Hill Avenue,Irvine,California,92614,Professional Services,Managed M365 + secure file collaboration + client-data protection,My Office · My IT · My Security · My Compliance · My Continuity,"Chat.AI — private AI for client-facing teams (confidentiality-safe) | My AI — proposal generation, research automation, client-brief drafting | My Compliance — client-data handling review (often driven by client security questionnaires) | My AI Lead Gen — B2B services prospecting from public signals | My Dev — custom client portals / client-ops tooling"
Alchemy Media,310-558-8555,http://www.alchemymedia.net,3434 Overland Ave,Los Angeles,California,90034,Marketing & Media,Creative-studio IT + M365 + Adobe CC + render/storage,My IT · My Cloud · My Office · My Security · My SEO,My AI Lead Gen — agency prospect gen from public business signals | Chat.AI — creative-brief and copy AI (private; no client-IP training) | My AI — content production pipeline automation | My SEO — agency's own SEO (practice what you preach) | My Dev — custom creative ops tooling / CMS integrations
EV+ Charging,800-372-1786,http://www.ev-plus.com,9663 Santa Monica Blvd,Beverly Hills,California,90210-4303,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
Basecamp,213-328-5330,http://www.basecamp6.com,3700 Wilshire Blvd,Los Angeles,California,90010,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
"Girls Learn International, a program of the Feminist Majority Foundation",310-556-2500,http://www.girlslearn.org,,Los Angeles,California,,Non-Profit,M365 Nonprofit + mailbox migration + B2B partner collaboration,My Office · My IT · My Security · My Continuity · My Compliance,"My Office — mailbox migration off reseller-hosted O365 + B2B cross-tenant setup with partner agencies | Chat.AI — donor-communication AI (private, grant-reporting-safe) | My AI — grant-writing, impact-report automation, donor segmentation | My SEO — donation-page conversion optimization + SEO for cause awareness | My Compliance — HIPAA (for health non-profits), FERPA (for education), donor-PII review"
Italian Citizenship Assistance,951-742-5830,http://www.italiancitizenshipassistance.com,3585 Main St,Riverside,California,92501-2836,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
Grand Tradition Estate,760-728-6466,http://www.grandtradition.com,220 Grand Tradition Way,Fallbrook,California,92028,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
Breathe Medical,866-535-2727,http://www.breathemed.com,4214 Green River Road,Corona,California,92880,Healthcare,HIPAA-ready managed IT + 3CX telephony platform ops,My IT · My Security · My Compliance (HIPAA) · My Office (M365) · My Continuity,"My Compliance — HIPAA Technical-Safeguards audit (run alongside their MSP) | Chat.AI — private-tenant AI that does NOT train on patient data (PHI-safe) | My AI — AI strategy session: where AI helps scheduling, auth, intake without touching PHI | Nexus Assess Pulse — external vulnerability + pen-test report for cyber insurance renewal | My AI Lead Gen — patient-acquisition lead gen from public data (not PHI)"
Jobsite Stud Welding Inc,855-885-7883,http://www.jobsitestud.com,9455 Washburn Rd,Downey,California,90242,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
Flyer Electric,+1 888 749 3306,http://www.flyerelectric.com,2250 East Birch Street,Brea,California,92821,Construction,Jobsite + HQ managed IT + CrowdStrike endpoint + datacenter migration,My IT · My Security · My Continuity · My Cloud · My Office,"Nexus Assess Pulse — cyber-insurance renewal + GC security questionnaire evidence | My AI Lead Gen — AI-driven construction lead gen from permits, DRB agendas, HOA filings (3-6 mo earlier than competitors) | My AI — project-management automation, RFI/submittal triage, estimating assist | My Cloud — hosted datacenter + Azure AD hybrid (retire aging on-prem servers) | My Compliance — CMMC-aware posture for federal/defense-adjacent work"
FIXE,617-460-4734,http://www.getmyfixe.com,,Culver City,California,,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
"Forman & Associates, Inc",818-787-4900,http://www.formanandassociates.com,8200 Haskell Ave,Los Angeles,California,91406,Professional Services,Managed M365 + secure file collaboration + client-data protection,My Office · My IT · My Security · My Compliance · My Continuity,"Chat.AI — private AI for client-facing teams (confidentiality-safe) | My AI — proposal generation, research automation, client-brief drafting | My Compliance — client-data handling review (often driven by client security questionnaires) | My AI Lead Gen — B2B services prospecting from public signals | My Dev — custom client portals / client-ops tooling"
Biz Coach Studio,213-465-9838,http://www.conex360.com,530 S Lake Ave,Pasadena,California,91101,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
"Alpha Structural, Inc.",323-258-5482,http://www.alphastructural.com,8334 Foothill Blvd,Los Angeles,California,91040,Other,Universal SMB managed IT + security + M365,My IT · My Security · My Office · My Continuity · My Compliance,Chat.AI — private-tenant enterprise AI | My AI — AI strategy session: 30-min assessment of where AI moves the needle | Nexus Assess Pulse — external vuln + pen-test for cyber insurance | My AI Lead Gen — AI-driven outbound lead generation | My SEO — digital presence + search visibility
